2025-09-03 19:12:23,667 INFO    StreamThr :3662010 [internal.py:wandb_internal():86] W&B internal server running at pid: 3662010, started at: 2025-09-03 19:12:23.666428
2025-09-03 19:12:23,670 DEBUG   HandlerThread:3662010 [handler.py:handle_request():146] handle_request: status
2025-09-03 19:12:23,672 INFO    WriterThread:3662010 [datastore.py:open_for_write():85] open: /data0/lumina/weijie/Robotwin_hpt/RoboTwin/policy/HPT/wandb/run-20250903_191223-e3y16w6a/run-e3y16w6a.wandb
2025-09-03 19:12:23,673 DEBUG   SenderThread:3662010 [sender.py:send():382] send: header
2025-09-03 19:12:23,675 DEBUG   SenderThread:3662010 [sender.py:send():382] send: run
2025-09-03 19:12:23,686 INFO    SenderThread:3662010 [sender.py:_maybe_setup_resume():763] checking resume status for None/hpt-transfer/e3y16w6a
2025-09-03 19:12:24,685 INFO    SenderThread:3662010 [dir_watcher.py:__init__():211] watching files in: /data0/lumina/weijie/Robotwin_hpt/RoboTwin/policy/HPT/wandb/run-20250903_191223-e3y16w6a/files
2025-09-03 19:12:24,685 INFO    SenderThread:3662010 [sender.py:_start_run_threads():1136] run started: e3y16w6a with start time 1756897943.665336
2025-09-03 19:12:24,692 DEBUG   HandlerThread:3662010 [handler.py:handle_request():146] handle_request: check_version
2025-09-03 19:12:24,692 DEBUG   SenderThread:3662010 [sender.py:send_request():409] send_request: check_version
2025-09-03 19:12:24,973 DEBUG   HandlerThread:3662010 [handler.py:handle_request():146] handle_request: run_start
2025-09-03 19:12:24,988 DEBUG   HandlerThread:3662010 [system_info.py:__init__():32] System info init
2025-09-03 19:12:24,988 DEBUG   HandlerThread:3662010 [system_info.py:__init__():47] System info init done
2025-09-03 19:12:24,988 INFO    HandlerThread:3662010 [system_monitor.py:start():194] Starting system monitor
2025-09-03 19:12:24,988 INFO    SystemMonitor:3662010 [system_monitor.py:_start():158] Starting system asset monitoring threads
2025-09-03 19:12:24,989 INFO    HandlerThread:3662010 [system_monitor.py:probe():214] Collecting system info
2025-09-03 19:12:24,990 INFO    SystemMonitor:3662010 [interfaces.py:start():190] Started cpu monitoring
2025-09-03 19:12:24,991 INFO    SystemMonitor:3662010 [interfaces.py:start():190] Started disk monitoring
2025-09-03 19:12:24,992 INFO    SystemMonitor:3662010 [interfaces.py:start():190] Started gpu monitoring
2025-09-03 19:12:24,993 INFO    SystemMonitor:3662010 [interfaces.py:start():190] Started memory monitoring
2025-09-03 19:12:24,994 INFO    SystemMonitor:3662010 [interfaces.py:start():190] Started network monitoring
