2025-08-23 19:29:48,854 INFO    StreamThr :3748677 [internal.py:wandb_internal():86] W&B internal server running at pid: 3748677, started at: 2025-08-23 19:29:48.853673
2025-08-23 19:29:48,857 DEBUG   HandlerThread:3748677 [handler.py:handle_request():146] handle_request: status
2025-08-23 19:29:48,860 INFO    WriterThread:3748677 [datastore.py:open_for_write():85] open: /data0/lumina/weijie/Robotwin_hpt/RoboTwin/policy/HPT/wandb/run-20250823_192948-hlhmqp4g/run-hlhmqp4g.wandb
2025-08-23 19:29:48,861 DEBUG   SenderThread:3748677 [sender.py:send():382] send: header
2025-08-23 19:29:48,862 DEBUG   SenderThread:3748677 [sender.py:send():382] send: run
2025-08-23 19:29:48,871 INFO    SenderThread:3748677 [sender.py:_maybe_setup_resume():763] checking resume status for None/hpt-transfer/hlhmqp4g
2025-08-23 19:29:51,203 INFO    SenderThread:3748677 [dir_watcher.py:__init__():211] watching files in: /data0/lumina/weijie/Robotwin_hpt/RoboTwin/policy/HPT/wandb/run-20250823_192948-hlhmqp4g/files
2025-08-23 19:29:51,203 INFO    SenderThread:3748677 [sender.py:_start_run_threads():1136] run started: hlhmqp4g with start time 1755948588.852336
2025-08-23 19:29:51,207 DEBUG   HandlerThread:3748677 [handler.py:handle_request():146] handle_request: check_version
2025-08-23 19:29:51,208 DEBUG   SenderThread:3748677 [sender.py:send_request():409] send_request: check_version
2025-08-23 19:29:51,423 DEBUG   HandlerThread:3748677 [handler.py:handle_request():146] handle_request: run_start
2025-08-23 19:29:51,440 DEBUG   HandlerThread:3748677 [system_info.py:__init__():32] System info init
2025-08-23 19:29:51,440 DEBUG   HandlerThread:3748677 [system_info.py:__init__():47] System info init done
2025-08-23 19:29:51,440 INFO    HandlerThread:3748677 [system_monitor.py:start():194] Starting system monitor
2025-08-23 19:29:51,440 INFO    SystemMonitor:3748677 [system_monitor.py:_start():158] Starting system asset monitoring threads
2025-08-23 19:29:51,441 INFO    HandlerThread:3748677 [system_monitor.py:probe():214] Collecting system info
2025-08-23 19:29:51,442 INFO    SystemMonitor:3748677 [interfaces.py:start():190] Started cpu monitoring
2025-08-23 19:29:51,442 INFO    SystemMonitor:3748677 [interfaces.py:start():190] Started disk monitoring
2025-08-23 19:29:51,443 INFO    SystemMonitor:3748677 [interfaces.py:start():190] Started gpu monitoring
2025-08-23 19:29:51,445 INFO    SystemMonitor:3748677 [interfaces.py:start():190] Started memory monitoring
2025-08-23 19:29:51,446 INFO    SystemMonitor:3748677 [interfaces.py:start():190] Started network monitoring
2025-08-23 19:29:51,490 DEBUG   HandlerThread:3748677 [system_info.py:probe():196] Probing system
2025-08-23 19:29:51,491 DEBUG   HandlerThread:3748677 [system_info.py:_probe_git():181] Probing git
2025-08-23 19:29:51,500 DEBUG   HandlerThread:3748677 [system_info.py:_probe_git():189] Probing git done
2025-08-23 19:29:51,500 DEBUG   HandlerThread:3748677 [system_info.py:probe():244] Probing system done
